,domain,source
705,everynewshere.com,"['allcott', 'mbfc']"
706,godandscience.org,['mbfc']
707,eppc.org,['mbfc']
708,eurasiareview.com,['mbfc']
709,everydayfeminism.com,['mbfc']
710,factmyth.com,['mbfc']
711,faithfamilyamerica.com,['mbfc']
712,evonomics.com,['mbfc']
713,factwire.org,['mbfc']
714,examine.com,['mbfc']
715,factswanted.com,['mbfc']
716,exposingtruth.com,['mbfc']
717,factcheck.org,['mbfc']
718,fair.org,['mbfc']
719,factbox.tv,['mbfc']
720,factcheckingturkey.com,['mbfc']
721,faithpanda.com,['mbfc']
722,extraordinaryinfo.com,['mbfc']
723,factscan.ca,['mbfc']
724,factsandlogic.org,['mbfc']
725,evolutionnews.org,['mbfc']
726,fairobserver.com,['mbfc']
727,fairvote.org,['mbfc']
728,exposinggovernment.com,['mbfc']
729,feministing.com,['mbfc']
730,fedsalert.com,"['allcott', 'opensources', 'mbfc', 'politifact']"
731,frc.org,['mbfc']
732,fedsoc.org,['mbfc']
733,feministcurrent.com,['mbfc']
734,federalnewsradio.com,['mbfc']
735,fellowshipoftheminds.com,"['allcott', 'opensources', 'mbfc']"
736,federaltimes.com,['mbfc']
737,fas.org,['mbfc']
738,fastcompany.com,['mbfc']
739,familysurvivalheadlines.com,['mbfc']
740,faithwire.com,['mbfc']
741,fakehatecrimes.org,['mbfc']
742,feministfrequency.com,['mbfc']
743,familysecuritymatters.org,"['opensources', 'mbfc']"
744,federalistnation.com,['mbfc']
745,farleftwatch.com,['mbfc']
746,federalistpress.com,"['opensources', 'mbfc']"
747,fifthestate.org,['mbfc']
748,financialpost.com,['mbfc']
749,firstdraftnews.org,['mbfc']
750,floridasunpost.com,"['opensources', 'mbfc', 'politifact']"
751,jacksonville.com,['mbfc']
752,thefifthcolumnnews.com,"['opensources', 'mbfc']"
753,firstpost.com,"['mbfc', 'politifact']"
754,fmobserver.com,"['opensources', 'mbfc']"
755,ff911truthandunity.org,['mbfc']
756,fitsnews.com,['mbfc']
757,usafortrumponline.com,['mbfc']
758,financialexpress.com,['mbfc']
759,fightforthefuture.org,['mbfc']
760,filmingcops.com,['mbfc']
761,flashnewscorner.com,"['opensources', 'mbfc', 'politifact']"
762,fivethirtyeight.com,['mbfc']
763,firstthings.com,['mbfc']
764,ft.com,['mbfc']
765,firstinfreedomdaily.com,['mbfc']
766,foreignpolicyi.org,['mbfc']
767,foreignpolicynews.org,['mbfc']
768,fortnightlyreview.co.uk,['mbfc']
769,foodmatters.com,['mbfc']
770,forbes.com,['mbfc']
771,foreverconscious.com,['mbfc']
772,foreignpolicyjournal.com,"['opensources', 'mbfc']"
773,focusonthefamily.com,['mbfc']
774,defenddemocracy.org,['mbfc']
775,foreignpolicy.com,['mbfc']
776,foreignaffairs.com,['mbfc']
777,forwardprogressives.com,['mbfc']
778,foodandwaterwatch.org,['mbfc']
779,fwweekly.com,['mbfc']
780,fpif.org,['mbfc']
781,fortune.com,['mbfc']
782,fpri.org,['mbfc']
783,fee.org,['mbfc']
784,foodbabe.com,"['opensources', 'mbfc']"
785,thefreethoughtproject.com,"['allcott', 'opensources', 'mbfc']"
786,freakonomics.com,['mbfc']
787,freedomcrossroads.com,['mbfc']
788,freedomadvocates.org,['mbfc']
789,politicsonline.net,['mbfc']
790,freepatriotpost.com,['mbfc']
791,france24.com,['mbfc']
792,freewoodpost.com,"['buzzfeed', 'opensources', 'mbfc', 'politifact']"
793,frnewsreport.com,['mbfc']
794,fraserinstitute.org,['mbfc']
795,freewheelus.com,['mbfc']
796,franklincenterhq.org,['mbfc']
797,foxnews.com,['mbfc']
798,freerepublic.com,"['mbfc', 'politifact']"
799,frankmag.ca,['mbfc']
800,freedomdaily.com,"['allcott', 'opensources', 'mbfc', 'politifact']"
801,france24-tv.com,['mbfc']
802,freewestmedia.com,['mbfc']
803,freepress.org,['mbfc']
804,freakoutnation.com,"['allcott', 'opensources', 'mbfc']"
805,frontpagemag.com,"['opensources', 'mbfc']"
806,friendsofscience.org,['mbfc']
807,freedomnewsreport.com,['mbfc']
808,fresnobee.com,['mbfc']
809,freespeech.org,['mbfc']
810,freedumjunkshun.com,['mbfc']
811,freedomsfinalstand.com,"['allcott', 'mbfc', 'politifact']"
812,freedomainradio.com,['mbfc']
813,freedomnews.org.uk,['mbfc']
814,theusa-news.com,"['opensources', 'mbfc', 'politifact']"
815,ffrf.org,['mbfc']
816,ff.org,['mbfc']
817,fromthetrenchesworldreport.com,"['opensources', 'mbfc']"
818,freedomhouse.org,['mbfc']
819,freedomworks.org,"['opensources', 'mbfc']"
820,journal.frontiersin.org,['mbfc']
821,frontiersin.org,['mbfc']
822,fusion.net,"['opensources', 'mbfc']"
823,geopoliticsalert.com,['mbfc']
824,pamelageller.com,"['opensources', 'mbfc']"
825,fury.news,"['allcott', 'mbfc']"
826,getreligion.org,['mbfc']
827,futureinamerica.com,['mbfc']
828,gallup.com,['mbfc']
829,gbtimes.com,['mbfc']
830,fwdnow.com,['mbfc']
831,futurism.com,['mbfc']
832,geologyin.com,['mbfc']
833,gatestoneinstitute.org,['mbfc']
834,fullfact.org,['mbfc']
835,gaystarnews.com,['mbfc']
836,gearsofbiz.com,['mbfc']
837,geoengineeringwatch.org,"['opensources', 'mbfc']"
838,genengnews.com,['mbfc']
839,getcancerremedies.com,['mbfc']
840,geneticliteracyproject.org,['mbfc']
841,girlsjustwannahaveguns.com,['mbfc']
842,gishgallop.com,['mbfc']
843,globalresearch.ca,"['allcott', 'opensources', 'mbfc']"
844,globalslaveryindex.org,['mbfc']
845,globaltimes.cn,['mbfc']
846,glamour.com,['mbfc']
847,gizmodo.com,['mbfc']
848,globalnews.ca,['mbfc']
849,globalinfotoday.com,['mbfc']
850,globegazette.com,['mbfc']
851,globalcitizen.org,['mbfc']
852,globalriskinsights.com,['mbfc']
853,globalpoliticsnow.com,"['opensources', 'mbfc', 'politifact']"
854,globalvoices.org,['mbfc']
855,globalintegrity.org,['mbfc']
856,pri.org,['mbfc']
857,globemagazine.com,['mbfc']
858,globalhealingcenter.com,['mbfc']
859,goneleft.com,"['opensources', 'mbfc']"
860,governing.com,['mbfc']
861,g-a-i.org,['mbfc']
862,gao.gov,['mbfc']
863,gopocalypse.org,['mbfc']
864,thegopwatchdog.com,['mbfc']
865,gomerblog.com,"['opensources', 'mbfc']"
866,godlikeproductions.com,"['opensources', 'mbfc']"
867,goodgopher.com,['mbfc']
868,gopusa.com,['mbfc']
869,gotnews.com,['mbfc']
870,godfatherpolitics.com,['mbfc']
871,good.is,['mbfc']
872,thegoodlordabove.com,['mbfc']
873,gotquestions.org,['mbfc']
874,goodnewsnetwork.org,['mbfc']
875,govexec.com,['mbfc']
876,globetoday.com,['mbfc']
877,govtslaves.com,['mbfc']
878,greenbaypressgazette.com,['mbfc']
879,bradford-delong.com,['mbfc']
880,greenpeace.org,['mbfc']
881,mlive.com,['mbfc']
882,greentechmedia.com,['mbfc']
883,greatfallstribune.com,['mbfc']
884,greatamericanpolitics.com,['mbfc']
885,greenvilleonline.com,['mbfc']
886,gritpost.com,['mbfc']
887,gq.com,['mbfc']
888,greenleft.org.au,['mbfc']
889,news.groopspeak.com,['mbfc']
890,news.grabien.com,['mbfc']
891,grist.org,['mbfc']
892,group30.org,['mbfc']
893,guardianlv.com,"['opensources', 'mbfc']"
894,greenvillegazette.com,"['allcott', 'mbfc']"
895,govtrack.us,['mbfc']
896,courant.com,['mbfc']
897,harvardpolitics.com,['mbfc']
898,hardnews.network,['mbfc']
899,harpers.org,['mbfc']
900,guerrilla.news,['mbfc']
901,gulagbound.com,"['opensources', 'mbfc']"
902,news.harvard.edu,['mbfc']
903,hbr.org,['mbfc']
904,happy-foxie.com,['mbfc']
905,haarp.net,['mbfc']
906,haaretz.com,['mbfc']
907,harddawn.com,['mbfc']
908,hangthebankers.com,"['opensources', 'mbfc']"
909,guns.com,['mbfc']
910,en.hawarnews.com,['mbfc']
911,theguardiansofdemocracy.com,['mbfc']
912,order-order.com,['mbfc']
913,gunviolencearchive.org,['mbfc']
914,gulfnews.com,['mbfc']
915,health.com,['mbfc']
916,healthline.com,['mbfc']
917,savethemales.ca,['mbfc']
918,hellochristian.com,['mbfc']
919,healtheternally.com,['mbfc']
920,heavy.com,['mbfc']
921,healthy-vibes.com,['mbfc']
922,healthyway.com,['mbfc']
923,hsionline.com,['mbfc']
924,helsinkitimes.fi,['mbfc']
925,heatst.com,"['opensources', 'mbfc']"
926,healthimpactnews.com,"['opensources', 'mbfc']"
927,healthcarefinancenews.com,['mbfc']
928,healthnutnews.com,"['opensources', 'mbfc']"
929,heartland.org,"['opensources', 'mbfc']"
930,thehealthconsciousness.com,['mbfc']
931,healthy-holistic-living.com,"['opensources', 'mbfc']"
932,herald-review.com,['mbfc']
933,headlinennews.com,['mbfc']
934,hillarydaily.com,"['allcott', 'mbfc']"
935,hoax-slayer.com,['mbfc']
936,heterodoxacademy.org,['mbfc']
937,hindustantimes.com,['mbfc']
938,hollywoodreporter.com,['mbfc']
939,hpenews.com,['mbfc']
940,thieme.de,['mbfc']
941,thehindubusinessline.com,['mbfc']
942,hillreporter.com,['mbfc']
943,hcn.org,['mbfc']
944,hoggwatch.com,['mbfc']
945,highline.huffingtonpost.com,['mbfc']
946,hillarybeattrump.org,['mbfc']
947,heraldsun.com.au,['mbfc']
948,alexanderhiggins.com,"['allcott', 'mbfc']"
949,historynewsnetwork.org,['mbfc']
950,homelandsecuritynewswire.com,['mbfc']
951,heritage.org,"['opensources', 'mbfc']"
952,hermancain.com,['mbfc']
953,breakthrough.holylandnutrition.com,['mbfc']
954,ibleedredwhiteblue.com,['mbfc']
955,humanevents.com,['mbfc']
956,hudson.org,['mbfc']
957,howstuffworks.com,['mbfc']
958,hoover.org,['mbfc']
959,honestreporting.com,['mbfc']
960,huzlers.com,"['buzzfeed', 'opensources', 'mbfc', 'politifact']"
961,hrw.org,['mbfc']
962,hotair.com,['mbfc']
963,hrc.org,['mbfc']
964,humansarefree.com,"['opensources', 'mbfc']"
965,staradvertiser.com,['mbfc']
966,humanium.org,['mbfc']
967,ihatethemedia.com,['mbfc']
968,houstonchronicle.com,['mbfc']
969,huffingtonpost.com,"['allcott', 'mbfc']"
970,humanprogress.org,['mbfc']
971,hurriyetdailynews.com,['mbfc']
972,imowired.com,['mbfc']
973,idahostatesman.com,['mbfc']
974,imprimis.hillsdale.edu,['mbfc']
975,iflscience.com,['mbfc']
976,ilovemyfreedom.org,"['allcott', 'opensources', 'mbfc']"
977,illicitinfo.com,['mbfc']
978,i24news.tv,['mbfc']
979,icitizen.com,['mbfc']
980,icenews.is,['mbfc']
981,ilovenativeamericans.us,"['mbfc', 'politifact']"
982,imediaethics.org,['mbfc']
983,ihypocrite.net,['mbfc']
984,identityevropa.com,['mbfc']
985,illuminatiwatcher.com,['mbfc']
986,ifamericaknew.org,['mbfc']
987,ifyouonlynews.com,"['opensources', 'mbfc']"
988,ihealthtube.com,['mbfc']
989,illinoispolicy.org,['mbfc']
990,illuminati-news.com,"['opensources', 'mbfc']"
991,ir.net,['mbfc']
992,helenair.com,['mbfc']
993,inthesetimes.com,['mbfc']
994,indiatoday.intoday.in,['mbfc']
995,independentaustralia.net,['mbfc']
996,iwf.org,['mbfc']
997,influencewatch.org,['mbfc']
998,indymedia.org,['mbfc']
999,independentlivingnews.com,['mbfc']
1000,independentsentinel.com,['mbfc']
1001,indystar.com,['mbfc']
1002,inews.co.uk,['mbfc']
1003,marxist.com,['mbfc']
1004,inequalitymedia.org,['mbfc']
1005,infiniteunknown.net,"['opensources', 'mbfc']"
1006,infogalactic.com,['mbfc']
1007,ijr.com,"['allcott', 'opensources', 'mbfc']"
1008,independentsciencenews.org,['mbfc']
1009,inhomelandsecurity.com,['mbfc']
1010,ivn.us,['mbfc']
1011,informationliberation.com,"['allcott', 'mbfc']"
1012,juancole.com,['mbfc']
1013,insideclimatenews.org,['mbfc']
1014,inquisitr.com,"['allcott', 'mbfc']"
1015,dailybulletin.com,['mbfc']
1016,ifstudies.org,['mbfc']
1017,theihs.org,['mbfc']
1018,infoscum.com,['mbfc']
1019,informedowners.com,['mbfc']
1020,ips-dc.org,['mbfc']
1021,insidephilanthropy.com,['mbfc']
1022,insidehighered.com,['mbfc']
1023,ihr.org,"['opensources', 'mbfc']"
1024,imeu.org,['mbfc']
1025,insidesources.com,['mbfc']
1026,insideedition.com,['mbfc']
1027,responsibletechnology.org,"['opensources', 'mbfc']"
1028,infowars.com,"['allcott', 'opensources', 'mbfc']"
1029,insidescience.org,['mbfc']
1030,ibtimes.com,['mbfc']
1031,crisisgroup.org,['mbfc']
1032,iop.org,['mbfc']
1033,rescue.org,['mbfc']
1034,itep.org,['mbfc']
1035,iwpr.org,['mbfc']
1036,intrepidreport.com,"['opensources', 'mbfc']"
1037,intellectualtakeout.org,['mbfc']
1038,journals.cambridge.org,['mbfc']
1039,internationalviewpoint.org,['mbfc']
1040,ips.org,['mbfc']
1041,icrw.org,['mbfc']
1042,iea.org,['mbfc']
1043,intellihub.com,"['opensources', 'mbfc']"
1044,irena.org,['mbfc']
1045,freemedia.at,['mbfc']
1046,icij.org,['mbfc']
1047,profam.org,['mbfc']
1048,chronicle.su,"['opensources', 'mbfc']"
1049,israelvideonetwork.com,['mbfc']
1050,investmentwatchblog.com,"['opensources', 'mbfc']"
1051,iowastartingline.com,['mbfc']
1052,israelislamandendtimes.com,['mbfc']
1053,jacksonsun.com,['mbfc']
1054,itaglive.com,"['opensources', 'mbfc']"
1055,ipatriot.com,"['allcott', 'mbfc']"
1056,itv.com,['mbfc']
1057,jacksonfreepress.com,['mbfc']
1058,itsgoingdown.org,['mbfc']
1059,ipolitics.ca,['mbfc']
1060,jacobinmag.com,"['opensources', 'mbfc']"
1061,inverse.com,['mbfc']
1062,independent.ie,['mbfc']
1063,investors.com,['mbfc']
1064,iowaclimate.org,['mbfc']
1065,irinnews.org,['mbfc']
1066,ire.org,['mbfc']
1067,israelhayom.com,['mbfc']
1068,investopedia.com,['mbfc']
1069,jesus-is-savior.com,"['opensources', 'mbfc']"
1070,joeforamerica.com,"['allcott', 'mbfc']"
1071,japantoday.com,['mbfc']
1072,jewsnews.co.il,"['allcott', 'opensources', 'mbfc', 'politifact']"
1073,web.randi.org,['mbfc']
1074,jewishbreakingnews.com,['mbfc']
1075,jointcenter.org,['mbfc']
1076,jeffereyjaxen.com,['mbfc']
1077,jihadica.com,['mbfc']
1078,hopkinsmedicine.org,['mbfc']
1079,jewishpolicycenter.org,['mbfc']
1080,janes.com,['mbfc']
1081,jta.org,['mbfc']
1082,jns.org,['mbfc']
1083,jewishworldreview.com,['mbfc']
1084,japantimes.co.jp,['mbfc']
1085,jesusdaily.com,['mbfc']
1086,jewwatch.com,['mbfc']
1087,jezebel.com,['mbfc']
1088,justfacts.com,['mbfc']
1089,justfactsdaily.com,['mbfc']
1090,kansascity.com,['mbfc']
1091,keepandbear.com,['mbfc']
1092,kff.org,['mbfc']
1093,knightfoundation.org,['mbfc']
1094,jstor.org,['mbfc']
1095,jonesreport.com,"['opensources', 'mbfc']"
1096,justicedenied.org,['mbfc']
1097,daily.jstor.org,['mbfc']
1098,helvidius.org,['mbfc']
1099,kansaspolicy.org,['mbfc']
1100,jookos.com,['mbfc']
1101,journalgazette.net,['mbfc']
1102,kmov.com,['mbfc']
1103,judicialwatch.org,"['opensources', 'mbfc']"
1104,judicialnetwork.com,['mbfc']
1105,junkscience.com,['mbfc']
1106,justsecurity.org,['mbfc']
1107,justthefacts.org,['mbfc']
1108,kotaku.com,['mbfc']
1109,knowledgeoftoday.org,"['opensources', 'mbfc']"
1110,ladylibertysnews.com,"['mbfc', 'politifact']"
1111,knightstemplarinternational.com,['mbfc']
1112,ledevoir.com,['mbfc']
1113,knowyourmeme.com,['mbfc']
1114,knoxreport.com,['mbfc']
1115,ladiesofliberty.net,"['buzzfeed', 'mbfc']"
1116,lapresse.ca,['mbfc']
1117,knowherenews.com,['mbfc']
1118,knoxnews.com,['mbfc']
1119,koreaherald.com,['mbfc']
1120,kurdistan24.net,['mbfc']
1121,latimes.com,['mbfc']
1122,kuow.org,['mbfc']
1123,kutv.com,['mbfc']
1124,koco.com,['mbfc']
1125,learnliberty.org,['mbfc']
1126,latest.com,"['allcott', 'mbfc']"
1127,leftoverrights.com,['mbfc']
1128,leftsideofhistory.com,['mbfc']
1129,latintimes.com,['mbfc']
1130,leftexposed.org,['mbfc']
1131,reviewjournal.com,['mbfc']
1132,lbc.co.uk,['mbfc']
1133,leftaction.com,['mbfc']
1134,lawandcrime.com,['mbfc']
1135,lavendermagazine.com,['mbfc']
1136,larknews.com,['mbfc']
1137,larouchepac.com,['mbfc']
1138,leftfootforward.org,['mbfc']
1139,lawfareblog.com,['mbfc']
1140,leftjustified.com,['mbfc']
1141,leftvoice.org,['mbfc']
1142,leadstories.com,['mbfc']
1143,lexingtoninstitute.org,['mbfc']
1144,libertarianism.org,['mbfc']
1145,samuel-warde.com,"['allcott', 'mbfc']"
1146,lgbtqnation.com,['mbfc']
1147,liberalmountain.com,['mbfc']
1148,liberalamerica.life,['mbfc']
1149,libertyalliance.com,"['opensources', 'mbfc', 'politifact']"
1150,liberalspeak.com,['mbfc']
1151,lewrockwell.com,"['opensources', 'mbfc']"
1152,kentucky.com,['mbfc']
1153,liberaldarkness.com,"['opensources', 'mbfc']"
1154,liberalbias.com,"['opensources', 'mbfc']"
1155,leftscoop.com,['mbfc']
1156,lethbridgeherald.com,['mbfc']
1157,liberationnews.org,['mbfc']
1158,liberalexaminer.com,['mbfc']
1159,libcom.org,['mbfc']
1160,legalinsurrection.com,['mbfc']
1161,journalstar.com,['mbfc']
1162,lifespa.com,['mbfc']
1163,libertyvideos.org,"['opensources', 'mbfc']"
1164,libertyisviral.com,['mbfc']
1165,libertybrief.com,['mbfc']
1166,lifezette.com,"['opensources', 'mbfc']"
1167,lifehacker.com,['mbfc']
1168,libertyheadlines.com,['mbfc']
1169,lifeandabout.com,"['opensources', 'mbfc']"
1170,libertytalk.fm,"['opensources', 'mbfc']"
1171,liberty-courier.com,"['mbfc', 'politifact']"
1172,fightpp.org,['mbfc']
1173,libertyviral.com,['mbfc']
1174,libertynews.com,"['allcott', 'opensources', 'mbfc']"
1175,lifenews.com,"['allcott', 'opensources', 'mbfc']"
1176,limacharlienews.com,['mbfc']
1177,libertynation.com,['mbfc']
1178,libertyhangout.org,['mbfc']
1179,louderwithcrowder.com,['mbfc']
1180,standard.co.uk,['mbfc']
1181,listverse.com,['mbfc']
1182,dailynews.com,['mbfc']
1183,londonwebnews.com,"['mbfc', 'politifact']"
1184,livescience.com,['mbfc']
1185,littlegreenfootballs.com,['mbfc']
1186,livingwhole.org,['mbfc']
1187,liveleak.com,['mbfc']
1188,loveknowledge.org,['mbfc']
1189,lompocrecord.com,['mbfc']
1190,livingresistance.com,['mbfc']
1191,lozierinstitute.org,['mbfc']
1192,livestrong.com,['mbfc']
1193,loser.com,['mbfc']
1194,loneconservative.com,['mbfc']
1195,liveaction.org,['mbfc']
1196,lfpress.com,['mbfc']
1197,loonwatch.com,['mbfc']
1198,madworldnews.com,"['opensources', 'mbfc', 'politifact']"
1199,marketwatch.com,['mbfc']
1200,lyincomey.com,['mbfc']
1201,lynx.media,['mbfc']
1202,manhattan-institute.org,['mbfc']
1203,maplight.org,['mbfc']
1204,mainebeacon.com,['mbfc']
1205,macleans.ca,['mbfc']
1206,makeuseof.com,['mbfc']
1207,unionleader.com,"['opensources', 'mbfc']"
1208,manilatimes.net,['mbfc']
1209,madamericannetwork.com,['mbfc']
1210,mackinac.org,['mbfc']
1211,magapill.com,['mbfc']
1212,martinlutherking.org,['mbfc']
1213,magadailyreport.com,['mbfc']
1214,mediatrackers.org,['mbfc']
1215,mayoclinic.org,['mbfc']
1216,medicalxpress.com,['mbfc']
1217,mashable.com,['mbfc']
1218,medicalnewstoday.com,['mbfc']
1219,mediamatters.org,['mbfc']
1220,medicaldaily.com,['mbfc']
1221,mediashift.org,['mbfc']
1222,mrc.org,"['opensources', 'mbfc']"
1223,mediafactwatch.com,['mbfc']
1224,mediazone.news,"['allcott', 'opensources', 'mbfc']"
1225,mediafiledc.com,['mbfc']
1226,mbganews.com,['mbfc']
1227,mediacircus.com,['mbfc']
1228,meanlefthook.com,"['opensources', 'mbfc']"
1229,mcclatchydc.com,['mbfc']
1230,medicine.news,['mbfc']
1231,mediaite.com,"['allcott', 'mbfc']"
1232,mediaequalizer.com,['mbfc']
1233,mediaroots.org,['mbfc']
1234,metro.co.uk,['mbfc']
1235,medusamagazine.com,['mbfc']
1236,metro.us,['mbfc']
1237,medium.com,['mbfc']
1238,en.metapedia.org,['mbfc']
1239,mercola.com,['mbfc']
1240,mentalfloss.com,['mbfc']
1241,en.mercopress.com,['mbfc']
1242,mercatus.org,['mbfc']
1243,merryjane.com,['mbfc']
1244,metrowestdailynews.com,['mbfc']
1245,mercatornet.com,['mbfc']
1246,en.mehrnews.com,['mbfc']
1247,medscape.com,['mbfc']
1248,metabunk.org,['mbfc']
1249,mentaldaily.com,['mbfc']
1250,meduza.io,['mbfc']
1251,mexiconewsdaily.com,['mbfc']
1252,merionwest.com,['mbfc']
1253,memeorandum.com,['mbfc']
1254,mintpressnews.com,"['opensources', 'mbfc']"
1255,mises.org,['mbfc']
1256,mic.com,['mbfc']
1257,mprnews.org,['mbfc']
1258,startribune.com,['mbfc']
1259,memri.org,['mbfc']
1260,missoulian.com,['mbfc']
1261,military.com,['mbfc']
1262,mindbodygreen.com,['mbfc']
1263,mixi.media,['mbfc']
1264,miamiherald.com,['mbfc']
1265,miaminewtimes.com,['mbfc']
1266,technologyreview.com,['mbfc']
1267,jsonline.com,['mbfc']
1268,migrationpolicy.org,['mbfc']
1269,minnpost.com,['mbfc']
1270,militarytimes.com,['mbfc']
1271,middleeastmonitor.com,['mbfc']
1272,meforum.org,['mbfc']
1273,mondoweiss.net,['mbfc']
1274,modernliberals.com,['mbfc']
1275,mtdemocrat.com,['mbfc']
1276,front.moveon.org,['mbfc']
1277,morningledger.com,"['opensources', 'mbfc']"
1278,moonofalabama.org,"['opensources', 'mbfc']"
1279,news.mongabay.com,['mbfc']
1280,molonlabemedia.com,"['opensources', 'mbfc']"
1281,molad.org,['mbfc']
1282,montrealgazette.com,['mbfc']
1283,mtstandard.com,['mbfc']
1284,modernalternativemama.com,['mbfc']
1285,morningconsult.com,['mbfc']
1286,themoscowtimes.com,['mbfc']
1287,motherjones.com,['mbfc']
1288,movingleft.com,['mbfc']
1289,mosaicscience.com,['mbfc']
1290,monthlyreview.org,['mbfc']
1291,mnn.com,['mbfc']
1292,myrightamerica.com,['mbfc']
1293,muncievoice.com,['mbfc']
1294,mrcblog.com,"['allcott', 'mbfc']"
1295,nap-sack.org,['mbfc']
1296,nationalaffairs.com,['mbfc']
1297,msnbc.com,['mbfc']
1298,msn.com,['mbfc']
1299,msmagazine.com,['mbfc']
1300,myzonetoday.com,"['opensources', 'mbfc']"
1301,muricatoday.com,['mbfc']
1302,nationalacademyofsciences.org,['mbfc']
1303,mwcnews.net,['mbfc']
1304,mygoogle.ca,['mbfc']
1305,nasa.gov,['mbfc']
1306,nationofchange.org,['mbfc']
1307,napavalleyregister.com,['mbfc']
1308,mynorthwest.com,['mbfc']
1309,naplesnews.com,['mbfc']
1310,nakedcapitalism.com,"['opensources', 'mbfc']"
1311,nber.org,['mbfc']
1312,nationalinterest.org,['mbfc']
1313,nationaljournal.com,['mbfc']
1314,nationalobserver.com,['mbfc']
1315,nih.gov,['mbfc']
1316,nationaleconomicseditorial.com,['mbfc']
1317,naacp.org,['mbfc']
1318,ncdc.noaa.gov,['mbfc']
1319,natall.com,['mbfc']
1320,nationalenquirer.com,['mbfc']
1321,natmonitor.com,['mbfc']
1322,nationalreport.net,"['buzzfeed', 'opensources', 'mbfc', 'politifact']"
1323,nationalcenter.org,['mbfc']
1324,noaa.gov,['mbfc']
1325,nationalpost.com,['mbfc']
1326,followthemoney.org,['mbfc']
1327,transequality.org,['mbfc']
1328,nationalnewswatch.com,['mbfc']
1329,nationalgeographic.com,['mbfc']
1330,home.nra.org,['mbfc']
1331,nrdc.org,['mbfc']
1332,naturalcuresnotmedicine.info,['mbfc']
1333,resourcegovernance.org,['mbfc']
1334,indigenous.club,['mbfc']
1335,nationalreview.com,"['opensources', 'mbfc']"
1336,nature.org,['mbfc']
1337,nvic.org,['mbfc']
1338,nationalvanguard.org,"['opensources', 'mbfc']"
1339,naturalawakeningsmag.com,['mbfc']
1340,naturalcures.com,['mbfc']
1341,powerofnative.com,['mbfc']
1342,nature.com,['mbfc']
1343,youthrights.org,['mbfc']
1344,nationmaster.com,['mbfc']
1345,naturalmedicineteam.com,['mbfc']
1346,naturallysavvy.com,['mbfc']
1347,naturalhealth365.com,['mbfc']
1348,naturalnews.com,"['allcott', 'opensources', 'mbfc']"
1349,naturalsociety.com,['mbfc']
1350,nevo.news,"['allcott', 'opensources', 'mbfc']"
1351,nbcnews.com,['mbfc']
1352,needtoknow.news,['mbfc']
1353,nos.nl,['mbfc']
1354,newbernsj.com,['mbfc']
1355,neurosciencenews.com,['mbfc']
1356,ncpolicywatch.com,['mbfc']
1357,newamerica.org,['mbfc']
1358,neonnettle.com,"['opensources', 'buzzfeed', 'politifact', 'allcott', 'mbfc']"
1359,newbostonpost.com,['mbfc']
1360,newamericannews.com,['mbfc']
1361,neverrepublican.com,['mbfc']
1362,nautil.us,['mbfc']
1363,theneed2know.com,['mbfc']
1364,newatlas.com,['mbfc']
1365,ndtv.com,['mbfc']
1366,newcenturytimes.com,"['opensources', 'mbfc']"
1367,ncscooper.com,"['allcott', 'opensources', 'mbfc']"
1368,necn.com,['mbfc']
1369,newnation.org,['mbfc']
1370,newstatesman.com,['mbfc']
1371,observer.com,"['opensources', 'mbfc']"
1372,newscientist.com,['mbfc']
1373,newint.org,['mbfc']
1374,nymag.com,"['allcott', 'mbfc']"
1375,newhumanist.org.uk,['mbfc']
1376,theness.com,['mbfc']
1377,amsterdamnews.com,['mbfc']
1378,newpoliticstoday.com,"['opensources', 'mbfc', 'politifact']"
1379,newpol.org,['mbfc']
1380,nydailynews.com,"['allcott', 'mbfc']"
1381,newleftreview.org,['mbfc']
1382,newrevolutionnow.org,['mbfc']
1383,newmatilda.com,['mbfc']
1384,neweurope.eu,['mbfc']
1385,newmoderate.com,['mbfc']
1386,newromantimes.com,"['allcott', 'mbfc']"
1387,newrepublic.com,['mbfc']
1388,newsprocession.com,['mbfc']
1389,newsfeedhunter.com,"['mbfc', 'politifact']"
1390,kfor.com,"['allcott', 'mbfc']"
1391,nytimes.com,['mbfc']
1392,nzherald.co.nz,['mbfc']
1393,newsheist.com,['mbfc']
1394,newyorker.com,"['allcott', 'opensources', 'mbfc']"
1395,newsmutiny.com,"['opensources', 'mbfc']"
1396,newsconservative.com,"['mbfc', 'politifact']"
1397,newslookup.com,['mbfc']
1398,nypost.com,"['allcott', 'mbfc']"
1399,newsinsideout.com,['mbfc']
1400,newsblaze.com,['mbfc']
1401,newsandguts.com,['mbfc']
1402,newsdeeply.com,['mbfc']
1403,newsandstoriesfromusa.com,['mbfc']
1404,newscorpse.com,"['opensources', 'mbfc']"
1405,newsbiscuit.com,"['opensources', 'mbfc']"
1406,newshounds.us,['mbfc']
1407,newswithviews.com,"['opensources', 'mbfc']"
1408,newsthump.com,"['opensources', 'mbfc']"
1409,newsuptoday.com,"['mbfc', 'politifact']"
1410,newsrescue.com,['mbfc']
1411,newsammo.com,['mbfc']
1412,newsgru.com,['mbfc']
1413,newser.com,['mbfc']
1414,newsbreakshere.com,"['opensources', 'mbfc', 'politifact']"
1415,news.com.au,['mbfc']
1416,newsbusters.org,['mbfc']
